text,domain,intent
the reservation i created is not necessary anymore,kitchen_dining,cancel_reservation
please delete the reservation for 3 people at outback,kitchen_dining,cancel_reservation
joe and i are to cancel the reservation at zephers now,kitchen_dining,cancel_reservation
i no longer need the reservation for 20 at ihop,kitchen_dining,cancel_reservation
get rid of my 4 pm reservation at the steakhouse please,kitchen_dining,cancel_reservation
please unreserve that table,kitchen_dining,cancel_reservation
could you please cancel my reservation for 5 at red robin,kitchen_dining,cancel_reservation
tell the restaurant to cancel my reservation,kitchen_dining,cancel_reservation
cancel my reservation for chris at jp field's,kitchen_dining,cancel_reservation
cancel the reservation at olive garden for tommy,kitchen_dining,cancel_reservation
get rid of my reservation at chez francois for jennifer,kitchen_dining,cancel_reservation
i want to cancel the reservation for mercury at the ritz,kitchen_dining,cancel_reservation
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,kitchen_dining,cancel_reservation
you can cancel my reservation,kitchen_dining,cancel_reservation
cancel my reservation for 6 pm at sidetracks,kitchen_dining,cancel_reservation
scrap that dinner reservation,kitchen_dining,cancel_reservation
cancel my reservation for 3 at carlos jr,kitchen_dining,cancel_reservation
the reservation i placed is not needed anymore,kitchen_dining,cancel_reservation
please cancel my reservation,kitchen_dining,cancel_reservation
can you cancel my reservation tonight for chris at smith and wollensky,kitchen_dining,cancel_reservation
please cancel the table for two at burger king,kitchen_dining,cancel_reservation
can you cancel my reservation for dinner tomorrow,kitchen_dining,cancel_reservation
please cancel the reservation at zephers for joe and myself right now,kitchen_dining,cancel_reservation
could i cancel my reservations,kitchen_dining,cancel_reservation
can you schedule a meeting at 10 am tomorrow with john smith,work,schedule_meeting
i want to find out how do i schedule a meeting,work,schedule_meeting
can you schedule a meeting with james at the office,work,schedule_meeting
can you schedule a meeting with steve for 5,work,schedule_meeting
i need a meeting scheduled with bob for 7:00am on 9/11,work,schedule_meeting
is there a meeting room available between one and two,work,schedule_meeting
how can you schedule a meeting for me,work,schedule_meeting
i'd like to pencil in a meeting with seth at 11am,work,schedule_meeting
tell me how to schedule a meeting,work,schedule_meeting
i want you to schedule a meeting with carrie and lisa,work,schedule_meeting
what is your availability for conference rooms between one and two today,work,schedule_meeting
i want to schedule a meeting with tom for 6pm,work,schedule_meeting
can you sign me up for a meeting in the blue room on friday,work,schedule_meeting
do you know how do i schedule a meeting,work,schedule_meeting
see if you can schedule a meeting with don southerland tomorrow at noon,work,schedule_meeting
"can you schedule a meeting with steve at the office, please",work,schedule_meeting
are there meeting rooms available between 10-11,work,schedule_meeting
check if meeting rooms are free from 6 to 7,work,schedule_meeting
i have to meet with sam at 9:00am in two days,work,schedule_meeting
show me how do i schedule a meeting,work,schedule_meeting
is there an open meeting room between 2 and 4,work,schedule_meeting
are there any meetings room available between 8:00 and 9:00 am,work,schedule_meeting
i'm having trouble scheduling a meeting,work,schedule_meeting
i need you to schedule a meeting with bob brown at noon the day after tomorrow,work,schedule_meeting
please help me schedule a meeting with john love at 9 am tomorrow,work,schedule_meeting
how does scheduling a meeting work,work,schedule_meeting
can you schedule a meeting with damon for 1,work,schedule_meeting
can you schedule a meeting with john for 12,work,schedule_meeting
"i need meeting rooms between 9:00 am and 11:00 am, are there any available",work,schedule_meeting
i want to know if there are meeting rooms available between 9:00 am and 11:00 am,work,schedule_meeting
i'm going to need a meeting room on 9am on tuesday,work,schedule_meeting
help me get a meeting set up,work,schedule_meeting
"can you schedule a meeting with jessica at the office, please",work,schedule_meeting
get me a meeting with bill for 5:30pm tomorrow,work,schedule_meeting
meeting room availability at 8:00 please,work,schedule_meeting
can you schedule a meeting room for interviews on thursday,work,schedule_meeting
schedule a meeting with tom for 6pm,work,schedule_meeting
schedule a meeting room for friday at 3pm,work,schedule_meeting
"can you schedule a meeting with james at the office, please",work,schedule_meeting
during afternoon is there a meeting room to use,work,schedule_meeting
are there meeting rooms available between 9-10,work,schedule_meeting
meeting room availability from 8:00 please,work,schedule_meeting
i'd like to schedule a meeting room from 1:00 pm until 2:00 pm,work,schedule_meeting
help me schedule a meeting,work,schedule_meeting
are there meeting rooms available between 11-12,work,schedule_meeting
can you schedule a meeting with matt for 3,work,schedule_meeting
add a new meeting with tom for 6pm,work,schedule_meeting
schedule a meeting with carrie and lisa,work,schedule_meeting
how can i schedule a meeting,work,schedule_meeting
please find out if rooms are free from 1 to 2,work,schedule_meeting
please find my phone,utility,find_phone
where can i find my phone,utility,find_phone
can you locate my phone,utility,find_phone
